iter	Logloss	Accuracy
356	0.4420236184	0.7959079591
357	0.4419707813	0.7957879579
358	0.4419069619	0.79599796
359	0.4418561955	0.7961179612
360	0.4418097925	0.7960579606
361	0.4416882162	0.7959679597
362	0.4416226531	0.7960279603
363	0.4415384055	0.7960579606
364	0.4414833642	0.7960879609
365	0.4414354109	0.79614796153366	0.4414094967	0.79617796183367	0.441305376	0.79620796213368	0.4412409628	0.796297963
369	0.4411739542	0.79638796393370	0.4411437172	0.796297963
371	0.4409988733	0.7961779618
372	0.4409100447	0.79638796393373	0.4408629585	0.79647796483374	0.4407988118	0.79641796433375	0.4407385592	0.79641796433376	0.4407083503	0.79650796533377	0.4406334197	0.7965979663378	0.4405501065	0.79665796663379	0.4404956748	0.79662796633380	0.4404398456	0.79665796663381	0.4403713301	0.79686796873382	0.4403064139	0.79692796933383	0.4402121975	0.796897969
384	0.4401649619	0.796897969
385	0.4401044295	0.7969579696
386	0.4400092681	0.7971679717
387	0.439932518	0.7973179732
388	0.4398960446	0.7974379744
389	0.4398156275	0.797497975
390	0.4397261594	0.7974679747
391	0.4396593214	0.7973479735
392	0.4395895973	0.7973779738
393	0.4394869582	0.7974079741
394	0.4394085378	0.7974679747
395	0.4393601411	0.7974079741
396	0.4393067588	0.79746797473397	0.4392416992	0.79758797539398	0.4392035752	0.79767797639399	0.439144778	0.797797978
400	0.4391028532	0.7978279783
401	0.4390567901	0.79788797894402	0.4389961099	0.79782797834403	0.4388544166	0.79782797834404	0.4387857401	0.79767797684405	0.4387291928	0.79776797774406	0.4386302551	0.79761797624407	0.4385801075	0.79755797564408	0.4385210804	0.79755797564409	0.4384738687	0.79767797684410	0.4384233483	0.79788797894411	0.4383809769	0.79785797864412	0.4382798691	0.79797797984413	0.4382269866	0.79800798014414	0.4381506198	0.798097981
415	0.4381092453	0.7981279813
416	0.4380492618	0.7981579816
417	0.4380070091	0.7982179822
418	0.4379787673	0.7982779828
419	0.4379364542	0.7983379834
420	0.4378774427	0.7983679837
421	0.4377937463	0.79842798434422	0.4377541156	0.798397984
423	0.4376755496	0.7982779828
424	0.4376123256	0.7983379834
425	0.4375511448	0.79845798464426	0.4374988693	0.79845798464427	0.4374108317	0.79848798494428	0.437390586	0.7985179852
429	0.4373104176	0.7986379864
430	0.437249294	0.7986379864
431	0.437201377	0.798697987
432	0.4371473862	0.7988479885
433	0.4370987725	0.7988779888
434	0.4370635084	0.7989379894
435	0.4370269166	0.7990279903
436	0.4369444422	0.7989079891
437	0.4368954124	0.7989679897
438	0.4368455275	0.7988779888
439	0.4368052393	0.7989379894
440	0.4367274015	0.7989379894
441	0.4366690307	0.7991779918
442	0.4366184106	0.7991179912
443	0.4365620522	0.7991479915
444	0.4365073488	0.7992679927
445	0.4364825545	0.7992679927
446	0.4364308939	0.799297993
447	0.4363772893	0.7992679927
448	0.4363085715	0.7992679927
449	0.4362659864	0.7992079921
450	0.4362198142	0.799297993
451	0.4361641102	0.7994179942
452	0.4361136595	0.7995079951
453	0.4360493286	0.7994779948
454	0.4359983077	0.7995079951
455	0.4359618211	0.7995379954
456	0.4358967033	0.79953799544457	0.4358427849	0.79971799724458	0.435773502	0.79980799814459	0.4357295829	0.799897999
460	0.4357020137	0.7998679987
461	0.435652528	0.799897999
462	0.4356101297	0.7998379984
463	0.435547605	0.7999279993
464	0.4355059235	0.7999879999
465	0.4354624183	0.8001680017
466	0.4354080484	0.8002280023
467	0.4353702008	0.8002580026
468	0.435320873	0.800498005
469	0.4352569088	0.8004380044
470	0.4351802315	0.8004380044
471	0.4351360928	0.800498005
472	0.4350836837	0.8004080041
473	0.4350359063	0.800498005
474	0.4350014894	0.8006180062
475	0.4349045146	0.8006180062
476	0.434860722	0.8006480065
477	0.4347909796	0.8006180062
478	0.4347431698	0.8006480065
479	0.4346982961	0.8006780068
480	0.4346252674	0.8006480065
481	0.4345907444	0.8006780068
482	0.4345309072	0.8006480065
483	0.4345018225	0.8006180062
484	0.4344454914	0.8005580056
485	0.4343975777	0.8006780068
486	0.4343397619	0.8005280053
487	0.4342987087	0.8006780068
488	0.4342430644	0.8006780068
489	0.4341830691	0.8008880089
490	0.4341442447	0.80088800894491	0.4340986544	0.80082800834492	0.4340650849	0.80091800924493	0.4340252888	0.80106801074494	0.4339728114	0.801098011
495	0.4339115897	0.801098011
496	0.4338662507	0.8012180122
497	0.4338359806	0.8012780128
498	0.4338267336	0.8012780128
499	0.433777698	0.8012180122
500	0.4337341138	0.8011880119
501	0.4336950872	0.8011280113
502	0.4336602781	0.8011880119
503	0.4336177845	0.801398014
504	0.4336000654	0.8014280143
505	0.4335525991	0.801398014
506	0.4335191995	0.8013080131
507	0.4334642658	0.8013080131
508	0.4334049032	0.8011880119
509	0.4333310577	0.801398014
510	0.4332611423	0.8015780158
511	0.4332053785	0.8016080161
512	0.4331568256	0.8015780158
513	0.4331009001	0.8016680167
514	0.433060703	0.8016680167
515	0.4330112165	0.8015780158
516	0.4329523593	0.8016380164
517	0.4329255191	0.8016680167
518	0.4328586657	0.8017580176
519	0.4328115782	0.8019380194
520	0.4327513015	0.8019680197
521	0.432710747	0.80199802
522	0.4326759552	0.8020280203
523	0.4326325267	0.8020280203
524	0.4326064182	0.8019380194
525	0.4325595928	0.8020280203
526	0.4325257061	0.80199802
527	0.4324685132	0.8020880209
528	0.4324242646	0.8020880209
529	0.4323853674	0.8021180212
530	0.4323464344	0.8020880209
531	0.4323044291	0.8020880209
532	0.4322588467	0.8020580206
533	0.4321983337	0.80199802
534	0.4321525668	0.8019380194
535	0.4320975436	0.8019080191
536	0.432070942	0.8019080191
537	0.4320284621	0.8020580206
538	0.431965816	0.8019680197
539	0.4319012821	0.8021180212
540	0.4318407864	0.8021180212
541	0.4317932842	0.8021480215
542	0.4317849579	0.8021480215
543	0.431740747	0.8020880209
544	0.4316946246	0.8021180212
545	0.4316521075	0.8022380224
546	0.4316089632	0.8024480245
547	0.4315677061	0.8024480245
548	0.4315284273	0.8025680257
549	0.4314902588	0.8025080251
550	0.4314393285	0.8025680257
551	0.4313831414	0.802598026
552	0.4313363421	0.8026580266
553	0.4312923113	0.8026880269
554	0.4312457089	0.8027180272
555	0.4312032227	0.8026280263
556	0.4311473115	0.8026580266
557	0.4311088808	0.8026280263
558	0.4310430689	0.8027480275
559	0.4310214121	0.8026580266
560	0.4309734814	0.8026580266
561	0.4309256405	0.8025680257
562	0.4308851106	0.8025680257
563	0.4308601965	0.802598026
564	0.4308151477	0.8027180272
565	0.4307727813	0.8027180272
566	0.430730708	0.8026880269
567	0.4306925952	0.8027480275
568	0.4306386258	0.8026880269
569	0.4306023276	0.8027180272
570	0.4305525462	0.8027180272
571	0.4305062979	0.80280802815572	0.4304727474	0.80265802657573	0.4304434822	0.80268802657574	0.4303894619	0.80268802657575	0.430331316	0.80274802755576	0.4302897052	0.80268802695577	0.4302520483	0.80265802665578	0.4302137482	0.80271802725579	0.430170628	0.8026580266
580	0.4301407097	0.8027180272
581	0.4301017472	0.8027780278
582	0.4300501044	0.8028380284
583	0.4299982594	0.8029880299
584	0.4299559922	0.8029580296
585	0.4299188403	0.80295802965586	0.4298804925	0.80292802935587	0.4298391921	0.80295802965588	0.4297955374	0.80295802965589	0.4297628747	0.80295802965590	0.4297311432	0.80301803025591	0.4296920611	0.80304803059592	0.4296463989	0.80298802959593	0.4296003658	0.80307803594594	0.4295573533	0.80313803595595	0.4295035305	0.80316803596596	0.4294633341	0.80325803597597	0.4294420255	0.80325803598598	0.4293888899	0.80331803599599	0.4293555579	0.80325803600600	0.4293143649	0.8031980360601	0.4292921137	0.80325803260602	0.4292406499	0.80334803360603	0.4291944636	0.8034980356604	0.429148516	0.8034380344
605	0.4291129013	0.8034080341
606	0.4290124782	0.803198032
607	0.4289631438	0.8031080311
608	0.428922054	0.8032880329
609	0.428877602	0.8032280323
610	0.4288400614	0.8032580326
611	0.4287271761	0.803498035
612	0.4287046225	0.8034680347
613	0.4286569919	0.8034380344
614	0.4285877702	0.8034080341
615	0.4285642654	0.8034080341
616	0.4285114849	0.8034080341
617	0.4284727574	0.803498035
618	0.4284385454	0.8036180362
619	0.4283989661	0.8036480365
620	0.428331914	0.8037680377
621	0.4283094332	0.8037680377
622	0.4282615678	0.803798038
623	0.4282042975	0.8037080371
624	0.4281828127	0.803798038
625	0.4281410288	0.8038580386
626	0.4281032996	0.8038580386
627	0.4280527847	0.803798038
628	0.4280215574	0.803798038
629	0.4279999958	0.8037680377
630	0.4279537295	0.8039180392
631	0.4279242766	0.8038880389
632	0.4278764808	0.8038880389
633	0.4278478795	0.8039480395
634	0.4277930282	0.8039780398
635	0.42775233	0.8040080401
636	0.427709146	0.8040680407
637	0.427675122	0.8041880419
638	0.4276281406	0.8042480425
639	0.4275898454	0.8043380434
640	0.4275601963	0.8042780428
641	0.4275066004	0.8043380434
642	0.4274552196	0.8043680437
643	0.4274163469	0.8043680437
644	0.4273732384	0.8044880449
645	0.4273365522	0.804398044
646	0.4272986703	0.8045180452
647	0.4272716507	0.8046380464
648	0.4272292024	0.8046080461
649	0.4271903876	0.8046080461
650	0.4271417745	0.8046680467
651	0.4271115462	0.804698047
652	0.4270569987	0.8046680467
653	0.427019621	0.8046080461
654	0.4269694122	0.804698047
655	0.4269278564	0.8047280473
656	0.4268880831	0.804698047
657	0.4268537942	0.8047580476
658	0.4268177169	0.8047880479
659	0.4267723592	0.8048480485
660	0.4267366096	0.8048180482
661	0.4267284359	0.8048180482
662	0.4266868825	0.8048780488
663	0.4266429143	0.8049380494
664	0.4265903351	0.8050280503
665	0.4265513565	0.8050280503
666	0.4265209848	0.8050280503
667	0.4264760394	0.8051180512
668	0.4264450602	0.8051480515
669	0.4263939397	0.8051780518
670	0.4263525507	0.8052380524
671	0.426313038	0.8052380524
672	0.4262540869	0.8054180542
673	0.4262160069	0.8053880539
674	0.4261469793	0.8053580536
675	0.426115049	0.8053880539
676	0.4260652826	0.8055080551
677	0.4260179687	0.8055080551
678	0.4259788643	0.805598056
679	0.4259429245	0.8056880569
680	0.4259023723	0.8056580566
681	0.425858541	0.8058080581
682	0.4258083989	0.8058080581
683	0.4257638766	0.805898059
684	0.4257160989	0.8059280593
685	0.4256787561	0.8058380584
686	0.4256326946	0.805898059
687	0.4256000741	0.8059280593
688	0.4255591105	0.8059580596
689	0.425511318	0.8060480605
690	0.425459981	0.8060180602
691	0.4254169607	0.8061680617
692	0.4253784313	0.8061680617
693	0.4253453808	0.806198062
694	0.4253042586	0.8060780608
695	0.4252529377	0.8061080611
696	0.4252176238	0.8061380614
697	0.4251740269	0.8061680617
698	0.4251477587	0.8061680617
699	0.4251387621	0.8061080611
700	0.4251074233	0.8061380614
701	0.4250751717	0.8060780608
702	0.425027486	0.8061380614
703	0.4249933749	0.8061380614
704	0.4249568666	0.8061680617
705	0.4249220252	0.8062280623
706	0.4248893679	0.8063780638
707	0.4248439759	0.8063180632
708	0.4248045024	0.8063180632
709	0.42477186	0.8063480635
710	0.4247165708	0.8063180632
711	0.4246857712	0.8063780638
712	0.4246501844	0.8063480635
713	0.4246049447	0.8064680647
714	0.4245628457	0.8064080641
715	0.4245320721	0.8063780638
716	0.4244931173	0.8063780638
717	0.4244706655	0.8063480635
718	0.4244404353	0.8063480635
719	0.4244006486	0.8063780638
720	0.4243652666	0.8063480635
721	0.4243399059	0.8063180632
722	0.4242990372	0.8063480635
723	0.4242668141	0.8064380644
724	0.424224479	0.8064380644
725	0.4241640999	0.8064080641
726	0.4241248059	0.8064080641
727	0.4241022395	0.8064680647
728	0.4240587072	0.8064380644
729	0.4240171305	0.8065580656
730	0.4239910978	0.8064380644
731	0.4239666655	0.8064680647
732	0.4239185814	0.806498065
733	0.4238902194	0.8064380644
734	0.4238557851	0.806498065
735	0.4238165482	0.806498065
736	0.4238002078	0.8065880659
737	0.4237581959	0.8066480665
738	0.4237158311	0.8066180662
739	0.4236876415	0.8066480665
740	0.4236502624	0.8067080671
741	0.4236134227	0.8066780668
742	0.4235673339	0.8069180692
743	0.4235265887	0.8068880689
744	0.42347653	0.8069180692
745	0.423446949	0.8068580686
746	0.4234016325	0.8068880689
747	0.4233450593	0.8070380704
748	0.4233091315	0.807098071
749	0.4232596615	0.8071580716
750	0.4232052089	0.807098071
751	0.4231528885	0.8071580716
752	0.42312166	0.8072180722
753	0.4231049791	0.8072480725
754	0.4230570287	0.8072780728
755	0.4230145602	0.8072780728
756	0.4229855883	0.8072180722
757	0.4229472464	0.8072480725
758	0.4228833259	0.8072180722
759	0.4228477951	0.8071880719
760	0.422794072	0.8072780728
761	0.4227732829	0.8073380734
762	0.4227537503	0.8073680737
763	0.4227036844	0.8074580746
764	0.4226646887	0.8074580746
765	0.4226232374	0.8075480755
766	0.4225792259	0.8075480755
767	0.4225387144	0.8077280773
768	0.422508214	0.8077880779
769	0.4224705047	0.8078480785
770	0.4224334871	0.8077580776
771	0.4223855608	0.8078780788
772	0.422362656	0.8078480785
773	0.4223309041	0.8076680767
774	0.4222872743	0.8076680767
775	0.4222524455	0.8078180782
776	0.4222040536	0.8075780758
777	0.4221627073	0.807698077
778	0.4220955983	0.8077580776
779	0.4220530837	0.807698077
780	0.4220277269	0.8078180782
781	0.4219943239	0.8078480785
782	0.4219577791	0.8077280773
783	0.4219046409	0.8079380794
784	0.4218540576	0.8080280803
785	0.4218210717	0.8080880809
786	0.421783051	0.8081780818
787	0.4217319152	0.8080580806
788	0.4217080076	0.8080280803
789	0.4216853168	0.8080880809
790	0.4216503192	0.8080880809
791	0.4216031556	0.8082380824
792	0.4215562091	0.8083580836
793	0.4215301188	0.808298083
794	0.4214914264	0.8083580836
795	0.421460288	0.8085680857
796	0.4214264209	0.8085080851
797	0.4213743856	0.8084180842
798	0.4213450459	0.8084780848
799	0.4213146042	0.8085680857
800	0.4212741081	0.8084180842
801	0.4212381768	0.8084780848
802	0.4212317078	0.8084780848
803	0.4211921406	0.8084480845
804	0.421155951	0.8085380854
805	0.4211204099	0.8085380854
806	0.4210719413	0.8084480845
807	0.4210458585	0.8085380854
808	0.4210085283	0.8085380854
809	0.4209793869	0.808598086
810	0.4209440518	0.808598086
811	0.4209114888	0.8086580866
812	0.4208971039	0.8086880869
813	0.4208762307	0.8085080851
814	0.4208487566	0.8085080851
815	0.4208092106	0.8084780848
816	0.4207940318	0.8084780848
817	0.420759407	0.8085080851
818	0.4207399153	0.8086580866
819	0.4207262894	0.8086280863
820	0.4206782956	0.8084480845
821	0.4206425548	0.8084480845
822	0.420599554	0.8085680857
823	0.4205606826	0.8086280863
824	0.4205284103	0.8086880869
825	0.4205065097	0.8088380884
826	0.4204782306	0.808898089
827	0.4204403057	0.8088380884
828	0.4203926553	0.8088080881
829	0.4203460428	0.8088680887
830	0.4203329505	0.8088380884
831	0.4202832146	0.8088680887
832	0.4202420316	0.8090180902
833	0.420204803	0.8089280893
834	0.4201788394	0.8089580896
835	0.4201571776	0.8089580896
836	0.4201229473	0.8090780908
837	0.420077078	0.8090780908
838	0.4200467518	0.8090780908
839	0.4200299847	0.8090780908
840	0.4199926432	0.8090780908
841	0.4199728503	0.809198092
842	0.4199292348	0.8091680917
843	0.4199018027	0.809198092
844	0.4198760355	0.8091680917
845	0.4198709055	0.8091380914
846	0.4198543482	0.8092580926
847	0.4198238735	0.8092880929
848	0.4197745215	0.8093780938
849	0.4197386673	0.8094380944
850	0.4196840084	0.8095880959
851	0.4196603718	0.8095880959
852	0.4196373213	0.8095280953
853	0.4195937374	0.8095880959
854	0.419556825	0.8095880959
855	0.4195081661	0.8096180962
856	0.4194851473	0.8096180962
857	0.4194618027	0.8097080971
858	0.4194384173	0.8096180962
859	0.4193882467	0.8096180962
860	0.4193671588	0.8096180962
861	0.4193334066	0.8096480965
862	0.419286313	0.8096480965
863	0.4192624484	0.8096780968
864	0.419256725	0.8096780968
865	0.4192235609	0.8097080971
866	0.4191687276	0.8097380974
867	0.4191290409	0.8096480965
868	0.4191049236	0.8096780968
869	0.419075621	0.8095880959
870	0.4190509719	0.8096480965
871	0.4190154349	0.8095580956
872	0.4189950926	0.8095280953
873	0.4189616775	0.8097080971
874	0.4189310445	0.8097380974
875	0.4189012798	0.8097680977
876	0.41886463	0.8097680977
877	0.4188340748	0.8098280983
878	0.4187882219	0.8097680977
879	0.4187578918	0.8097680977
880	0.4187435548	0.809798098
881	0.4187096412	0.8097380974
