iter	Logloss	Accuracy
783	0.3895196575	0.82808
784	0.3894610001	0.8281066667
785	0.3894054123	0.8281066667
786	0.3893396169	0.8281866667
787	0.3893068156	0.8282666667
788	0.3892744074	0.82824
789	0.3892089987	0.8281866667
790	0.3891363209	0.8281066667
791	0.3890913612	0.82816
792	0.3890318034	0.8283466667
793	0.3889554067	0.8283733333
794	0.3889003806	0.82832
795	0.3888232718	0.8283466667
796	0.388773621	0.8283466667
797	0.3887382362	0.8285066667
798	0.3886951415	0.8286133333
799	0.3886272501	0.8285066667
800	0.3885090129	0.82848
801	0.3884469021	0.82848
802	0.3884006557	0.8284
803	0.3883347392	0.82848
804	0.3882771065	0.8285333333
805	0.3882111508	0.82872
806	0.3881443951	0.8287733333
807	0.3881160418	0.8287733333
808	0.3880275543	0.8288
809	0.3879966398	0.82872
810	0.3879606055	0.8287466667
811	0.3879276263	0.8288533333
812	0.3878742496	0.82888
813	0.3878331012	0.82896
814	0.3877936629	0.8289333333
815	0.3877244366	0.82904
816	0.387666187	0.8290933333
817	0.387612127	0.8292266667
818	0.3875570779	0.8292
819	0.3874933705	0.8292533333
820	0.3874218942	0.8294666667
821	0.3873776672	0.82952
822	0.3873325679	0.8296
823	0.3872772452	0.8296
824	0.3872371801	0.8296
825	0.3871877053	0.8295733333
826	0.3871384732	0.82968
827	0.3870540369	0.8297066667
828	0.3869798728	0.82968
829	0.3869468027	0.82968
830	0.386874994	0.82968
831	0.3868374259	0.8297066667
832	0.3867535644	0.8298666667
833	0.3867048366	0.8298666667
834	0.3866699948	0.82984
835	0.3866211157	0.8298133333
836	0.3865631384	0.82992
837	0.3865220912	0.8300533333
838	0.3864451865	0.8301066667
839	0.3863927691	0.83016
840	0.3863187691	0.8302133333
841	0.3862746084	0.8302666667
842	0.3862446481	0.83032
843	0.3861685028	0.8303466667
844	0.3860982636	0.8302933333
845	0.3860143947	0.8302666667
846	0.3859444632	0.8302666667
847	0.3859036154	0.8303733333
848	0.3858429951	0.8303466667
849	0.3858005784	0.8303466667
850	0.3857754698	0.8303733333
851	0.385690873	0.8302933333
852	0.3856437173	0.8302933333
853	0.3856058164	0.8302933333
854	0.3855377999	0.83032
855	0.3854609789	0.8304266667
856	0.3854168859	0.8305333333
857	0.3853766977	0.8305066667
858	0.3853245691	0.83056
859	0.3852602011	0.8304533333
860	0.3852151031	0.8303733333
861	0.3851605146	0.8303733333
862	0.3851349404	0.8304533333
863	0.3850967371	0.8305066667
864	0.3850593687	0.8305066667
865	0.3850411099	0.8304533333
866	0.3849757446	0.8305333333
867	0.3849330778	0.83072
868	0.3848969743	0.8306133333
869	0.3848470551	0.8308
870	0.3847873881	0.8308533333
871	0.384772905	0.8308533333
872	0.3847413383	0.83088
873	0.3847049714	0.8309066667
874	0.3846544612	0.8309066667
875	0.3846128407	0.8310133333
876	0.3845326136	0.83112
877	0.3844599932	0.8311733333
878	0.3843894207	0.8311466667
879	0.3843155142	0.8312266667
880	0.3842309557	0.8312533333
881	0.384194603	0.8311733333
882	0.384128913	0.8312
883	0.3840845448	0.8312533333
884	0.3840438655	0.83136
885	0.3839990204	0.8314133333
886	0.3839437574	0.8314133333
887	0.3838984471	0.8313333333
888	0.3838370779	0.8314666667
889	0.3837558841	0.8316266667
890	0.383704984	0.8316533333
891	0.3835885885	0.8318133333
892	0.3835116549	0.8319466667
893	0.3834665054	0.83192
894	0.3834121523	0.8318933333
895	0.3833536369	0.8319466667
896	0.3832459195	0.83208
897	0.3831909768	0.8321066667
898	0.3831153136	0.8320266667
899	0.3830701381	0.8320533333
900	0.3830127097	0.8320533333
901	0.3829218732	0.8320266667
902	0.3828601546	0.832
903	0.3828165496	0.8320266667
904	0.3827320376	0.8320533333
905	0.3826567771	0.8319466667
906	0.3826238466	0.8319733333
907	0.3825996752	0.8320533333
908	0.3825794371	0.8320533333
909	0.3825472639	0.8320533333
910	0.3825274648	0.83216
911	0.382456761	0.8321333333
912	0.382396856	0.8321333333
913	0.3823202393	0.83208
914	0.3822672491	0.8320533333
915	0.382212961	0.83216
916	0.3821648136	0.8321866667
917	0.3821417242	0.83216
