iter	Passed	Remaining
492	6357	6538
493	6370	6525
494	6384	6513
495	6405	6508
496	6425	6502
497	6444	6495
498	6458	6483
499	6470	6470
500	6480	6454
501	6491	6439
502	6501	6423
503	6511	6407
504	6521	6392
505	6532	6377
506	6543	6362
507	6553	6347
508	6569	6337
509	6589	6331
510	6601	6317
511	6613	6303
512	6624	6289
513	6644	6282
514	6660	6272
515	6671	6257
516	6682	6243
517	6696	6231
518	6715	6224
519	6730	6212
520	6741	6198
521	6752	6183
522	6771	6175
523	6785	6164
524	6797	6150
525	6807	6134
526	6816	6118
527	6826	6102
528	6835	6086
529	6853	6077
530	6867	6066
531	6878	6051
532	6888	6035
533	6898	6020
534	6908	6004
535	6917	5988
536	6935	5979
537	6949	5967
538	6962	5954
539	6993	5957
540	7010	5947
541	7028	5939
542	7038	5923
543	7049	5908
544	7058	5892
545	7068	5877
546	7078	5861
547	7087	5845
548	7096	5829
549	7105	5813
550	7115	5798
551	7127	5784
552	7145	5776
553	7158	5763
554	7169	5748
555	7179	5732
556	7189	5717
557	7198	5702
558	7209	5687
559	7223	5675
560	7240	5665
561	7251	5651
562	7260	5635
563	7268	5619
564	7277	5603
565	7288	5588
566	7307	5580
567	7321	5568
568	7332	5553
569	7341	5538
570	7351	5523
571	7360	5507
572	7370	5492
573	7380	5477
574	7390	5462
575	7398	5446
576	7418	5438
577	7438	5430
578	7458	5422
579	7476	5413
580	7488	5400
581	7498	5385
582	7509	5371
583	7518	5355
584	7529	5341
585	7538	5325
586	7547	5310
587	7556	5294
588	7565	5279
589	7576	5264
590	7586	5250
591	7595	5234
592	7605	5219
593	7615	5204
594	7624	5189
595	7635	5175
596	7644	5160
597	7653	5145
598	7663	5130
599	7672	5114
600	7681	5099
601	7690	5084
602	7700	5069
603	7711	5055
604	7722	5042
605	7732	5027
606	7742	5012
607	7751	4997
608	7761	4983
609	7770	4968
610	7779	4953
611	7789	4938
612	7798	4923
613	7808	4908
614	7818	4894
615	7828	4879
616	7837	4864
617	7846	4850
618	7856	4835
619	7866	4821
620	7875	4806
621	7885	4791
622	7894	4777
623	7903	4762
624	7913	4748
625	7923	4733
626	7933	4719
627	7942	4704
628	7952	4690
629	7961	4675
630	7970	4661
631	7995	4655
632	8019	4649
633	8028	4634
634	8038	4620
635	8047	4605
636	8056	4591
637	8066	4576
638	8075	4562
639	8084	4547
640	8093	4533
641	8104	4519
642	8113	4504
643	8123	4490
644	8133	4476
645	8143	4462
646	8153	4448
647	8163	4434
648	8172	4419
649	8182	4405
650	8191	4391
651	8201	4377
652	8211	4363
653	8221	4349
654	8230	4335
655	8239	4320
656	8248	4306
657	8258	4292
658	8267	4278
659	8278	4264
660	8287	4250
661	8296	4235
662	8305	4221
663	8315	4207
664	8324	4193
665	8335	4180
666	8344	4165
667	8353	4151
668	8362	4137
669	8372	4123
670	8381	4109
671	8391	4095
672	8400	4081
673	8411	4068
674	8430	4059
675	8450	4050
676	8468	4040
677	8486	4030
678	8499	4018
679	8510	4004
680	8519	3990
681	8529	3976
682	8538	3962
683	8547	3948
684	8557	3935
685	8566	3921
686	8576	3907
687	8585	3893
688	8595	3879
689	8604	3865
690	8615	3852
691	8625	3838
692	8634	3825
693	8643	3811
694	8653	3797
695	8663	3783
696	8672	3770
697	8681	3756
698	8691	3742
699	8704	3730
700	8713	3716
701	8723	3703
702	8732	3689
703	8742	3675
704	8751	3661
705	8760	3648
706	8769	3634
707	8779	3620
708	8788	3607
709	8797	3593
710	8807	3579
711	8817	3566
712	8826	3552
713	8836	3539
714	8845	3525
715	8854	3512
716	8864	3498
717	8873	3485
718	8883	3471
719	8892	3458
720	8901	3444
721	8910	3430
722	8920	3417
723	8929	3404
724	8939	3390
725	8948	3377
726	8957	3363
727	8967	3350
728	8976	3337
729	8986	3323
730	9033	3324
731	9042	3310
732	9052	3297
733	9061	3283
734	9071	3270
735	9081	3257
736	9090	3244
737	9100	3230
738	9110	3217
739	9119	3204
740	9129	3190
741	9138	3177
742	9148	3164
743	9158	3151
744	9167	3137
745	9177	3124
746	9189	3112
747	9200	3099
748	9210	3086
749	9219	3073
750	9229	3060
751	9238	3046
752	9248	3033
753	9263	3022
754	9272	3008
755	9282	2995
756	9291	2982
757	9301	2969
758	9311	2956
759	9320	2943
760	9330	2930
761	9339	2917
762	9349	2904
763	9359	2891
764	9368	2877
765	9377	2864
766	9387	2851
767	9397	2838
768	9407	2825
769	9416	2812
770	9429	2800
771	9448	2790
772	9467	2780
773	9486	2769
774	9506	2759
775	9519	2747
776	9532	2735
777	9542	2722
778	9551	2709
779	9561	2696
780	9571	2683
781	9580	2670
782	9590	2657
783	9601	2645
784	9610	2632
785	9620	2619
786	9629	2606
787	9639	2593
788	9649	2580
789	9658	2567
790	9667	2554
791	9677	2541
792	9687	2528
793	9697	2515
794	9706	2502
795	9715	2489
796	9724	2476
797	9734	2464
798	9744	2451
799	9754	2438
800	9764	2425
801	9773	2412
802	9782	2400
803	9792	2387
804	9801	2374
805	9811	2361
806	9820	2348
807	9830	2335
808	9839	2323
809	9849	2310
810	9858	2297
811	9868	2284
812	9878	2272
813	9888	2259
814	9897	2246
815	9907	2233
816	9916	2221
817	9926	2208
818	9936	2195
819	9945	2183
820	9955	2170
821	9964	2157
822	9974	2145
823	9983	2132
824	9992	2119
825	10017	2110
826	10053	2103
827	10071	2092
828	10082	2079
829	10092	2067
830	10102	2054
831	10112	2041
832	10121	2029
833	10130	2016
834	10140	2003
835	10150	1991
836	10159	1978
837	10169	1965
838	10182	1953
839	10192	1941
840	10202	1928
841	10213	1916
842	10222	1903
843	10232	1891
844	10241	1878
845	10251	1866
846	10260	1853
847	10270	1840
848	10279	1828
849	10292	1816
850	10301	1803
851	10310	1791
852	10320	1778
853	10329	1766
854	10340	1753
855	10351	1741
856	10360	1728
857	10370	1716
858	10380	1703
859	10389	1691
860	10399	1678
861	10409	1666
862	10418	1653
863	10427	1641
864	10437	1628
865	10449	1616
866	10472	1606
867	10492	1595
868	10514	1585
869	10535	1574
870	10548	1562
871	10562	1550
872	10572	1538
873	10585	1526
874	10604	1514
875	10614	1502
876	10625	1490
877	10635	1477
878	10645	1465
879	10653	1452
880	10663	1440
881	10673	1427
882	10683	1415
883	10692	1403
884	10701	1390
885	10710	1378
886	10720	1365
887	10729	1353
888	10739	1340
889	10749	1328
890	10758	1316
891	10768	1303
892	10778	1291
893	10787	1279
894	10797	1266
895	10806	1254
896	10816	1241
897	10825	1229
898	10835	1217
899	10844	1204
900	10856	1192
901	10865	1180
902	10874	1168
903	10884	1155
904	10894	1143
905	10914	1132
906	10929	1120
907	10942	1108
908	10953	1096
909	10968	1084
910	10991	1073
911	11007	1062
912	11032	1051
913	11086	1043
914	11099	1031
915	11111	1018
916	11121	1006
917	11134	994
918	11146	982
919	11155	970
920	11170	958
921	11183	946
922	11196	934
923	11205	921
924	11218	909
925	11230	897
926	11241	885
927	11252	873
928	11265	860
929	11277	848
930	11289	836
931	11306	824
932	11322	813
933	11340	801
934	11353	789
935	11362	776
936	11373	764
937	11383	752
938	11392	740
939	11403	727
940	11413	715
941	11424	703
942	11435	691
943	11445	678
944	11455	666
945	11466	654
946	11477	642
947	11498	630
948	11518	619
949	11538	607
950	11579	596
951	11607	585
952	11620	573
953	11629	560
954	11639	548
955	11649	536
956	11659	523
957	11669	511
958	11679	499
959	11689	487
960	11699	474
961	11709	462
962	11718	450
963	11727	437
964	11737	425
965	11749	413
966	11759	401
967	11771	389
968	11782	376
969	11792	364
970	11808	352
971	11821	340
972	11837	328
973	11849	316
974	11859	304
975	11872	291
976	11883	279
977	11892	267
978	11903	255
979	11912	243
980	11921	230
981	11932	218
982	11941	206
983	11950	194
984	11959	182
985	11968	169
986	11977	157
987	11987	145
988	11996	133
989	12005	121
990	12014	109
991	12024	96
992	12033	84
993	12043	72
994	12051	60
995	12083	48
996	12120	36
997	12132	24
998	12144	12
999	12159	0
