iter	Passed	Remaining
500	5420	5398
501	5429	5386
502	5438	5373
503	5447	5361
504	5457	5348
505	5466	5337
506	5475	5324
507	5485	5312
508	5493	5299
509	5503	5288
510	5516	5279
511	5525	5266
512	5534	5254
513	5543	5241
514	5553	5229
515	5562	5217
516	5571	5205
517	5582	5194
518	5597	5187
519	5606	5175
520	5616	5164
521	5625	5151
522	5635	5139
523	5643	5126
524	5652	5114
525	5662	5102
526	5671	5090
527	5680	5077
528	5689	5065
529	5702	5057
530	5715	5048
531	5726	5037
532	5739	5028
533	5752	5020
534	5765	5011
535	5778	5002
536	5790	4992
537	5803	4983
538	5816	4974
539	5829	4965
540	5842	4956
541	5853	4946
542	5868	4938
543	5880	4929
544	5892	4919
545	5905	4910
546	5918	4901
547	5933	4893
548	5942	4881
549	5952	4870
550	5962	4858
551	5971	4846
552	5980	4834
553	5989	4822
554	6001	4811
555	6012	4801
556	6021	4789
557	6030	4777
558	6039	4764
559	6049	4752
560	6058	4740
561	6067	4728
562	6076	4716
563	6085	4704
564	6094	4692
565	6108	4684
566	6120	4674
567	6129	4662
568	6139	4650
569	6149	4639
570	6159	4627
571	6168	4615
572	6177	4603
573	6186	4591
574	6196	4579
575	6204	4567
576	6217	4558
577	6226	4545
578	6235	4534
579	6245	4522
580	6260	4515
581	6271	4504
582	6281	4492
583	6290	4480
584	6299	4468
585	6308	4457
586	6317	4445
587	6327	4433
588	6336	4421
589	6345	4409
590	6354	4397
591	6364	4386
592	6373	4374
593	6382	4362
594	6391	4350
595	6400	4338
596	6410	4327
597	6419	4315
598	6428	4303
599	6437	4291
600	6446	4280
601	6456	4268
602	6466	4257
603	6475	4245
604	6484	4233
605	6497	4224
606	6507	4213
607	6516	4201
608	6525	4189
609	6534	4178
610	6544	4166
611	6553	4154
612	6562	4142
613	6571	4131
614	6580	4119
615	6589	4107
616	6599	4096
617	6608	4085
618	6619	4074
619	6634	4066
620	6643	4054
621	6652	4043
622	6662	4031
623	6671	4020
624	6681	4008
625	6690	3997
626	6700	3986
627	6712	3976
628	6722	3964
629	6731	3953
630	6740	3941
631	6785	3950
632	6817	3952
633	6840	3948
634	6861	3943
635	6876	3935
636	6887	3924
637	6896	3913
638	6906	3901
639	6915	3890
640	6925	3878
641	6935	3867
642	6944	3855
643	6955	3844
644	6964	3833
645	6975	3822
646	6986	3811
647	6997	3801
648	7006	3789
649	7015	3777
650	7024	3765
651	7033	3754
652	7042	3742
653	7052	3731
654	7061	3719
655	7070	3707
656	7079	3696
657	7088	3684
658	7098	3672
659	7107	3661
660	7116	3649
661	7125	3638
662	7134	3626
663	7144	3615
664	7153	3603
665	7163	3592
666	7172	3580
667	7181	3569
668	7190	3557
669	7199	3546
670	7208	3534
671	7218	3523
672	7227	3511
673	7236	3500
674	7245	3488
675	7255	3477
676	7267	3467
677	7279	3457
678	7288	3445
679	7297	3434
680	7307	3422
681	7316	3411
682	7325	3399
683	7334	3388
684	7343	3377
685	7353	3365
686	7365	3355
687	7377	3345
688	7387	3334
689	7398	3324
690	7409	3313
691	7423	3304
692	7434	3293
693	7444	3282
694	7455	3271
695	7465	3260
696	7476	3250
697	7488	3239
698	7499	3229
699	7509	3218
700	7518	3206
701	7529	3196
702	7539	3185
703	7549	3174
704	7559	3163
705	7569	3152
706	7579	3141
707	7589	3130
708	7599	3119
709	7609	3107
710	7622	3098
711	7637	3089
712	7650	3079
713	7660	3068
714	7669	3057
715	7679	3046
716	7689	3035
717	7698	3023
718	7708	3012
719	7718	3001
720	7727	2990
721	7739	2980
722	7756	2971
723	7769	2961
724	7783	2952
725	7798	2943
726	7809	2932
727	7819	2921
728	7829	2910
729	7838	2899
730	7848	2888
731	7857	2876
732	7867	2865
733	7876	2854
734	7886	2843
735	7895	2832
736	7904	2820
737	7913	2809
738	7922	2798
739	7932	2786
740	7941	2775
741	7950	2764
742	7959	2753
743	7968	2741
744	7981	2731
745	7990	2720
746	7998	2709
747	8007	2697
748	8016	2686
749	8024	2674
750	8035	2664
751	8045	2653
752	8054	2642
753	8064	2630
754	8080	2622
755	8101	2614
756	8122	2607
757	8141	2599
758	8159	2590
759	8180	2583
760	8199	2575
761	8220	2567
762	8239	2559
763	8258	2551
764	8277	2542
765	8296	2534
766	8314	2525
767	8332	2516
768	8351	2508
769	8369	2500
770	8388	2491
771	8405	2482
772	8424	2473
773	8442	2465
774	8459	2456
775	8479	2447
776	8497	2438
777	8515	2429
778	8533	2420
779	8551	2411
780	8570	2403
781	8586	2393
782	8604	2384
783	8615	2373
784	8634	2364
785	8653	2355
786	8672	2347
787	8691	2338
788	8711	2329
789	8734	2321
790	8755	2313
791	8776	2304
792	8794	2295
793	8813	2286
794	8832	2277
795	8849	2267
796	8864	2257
797	8882	2248
798	8895	2237
799	8906	2226
800	8915	2214
801	8924	2203
802	8933	2191
803	8943	2180
804	8951	2168
805	8960	2156
806	8973	2146
807	8982	2134
808	8992	2123
809	9001	2111
810	9011	2100
811	9021	2088
812	9030	2077
813	9039	2065
814	9048	2053
815	9057	2042
816	9066	2030
817	9076	2019
818	9085	2007
819	9094	1996
820	9104	1984
821	9113	1973
822	9121	1961
823	9131	1950
824	9140	1938
825	9149	1927
826	9158	1915
827	9167	1904
828	9176	1892
829	9185	1881
830	9195	1870
831	9205	1858
832	9214	1847
833	9223	1835
834	9233	1824
835	9243	1813
836	9252	1801
837	9261	1790
838	9272	1779
839	9281	1767
840	9290	1756
841	9300	1745
842	9310	1733
843	9319	1722
844	9329	1711
845	9339	1700
846	9348	1688
847	9358	1677
848	9368	1666
849	9378	1655
850	9388	1643
851	9403	1633
852	9418	1623
853	9435	1613
854	9450	1602
855	9464	1592
856	9481	1582
857	9496	1571
858	9511	1561
859	9523	1550
860	9536	1539
861	9550	1528
862	9563	1518
863	9576	1507
864	9588	1496
865	9602	1485
866	9615	1475
867	9627	1464
868	9638	1452
869	9648	1441
870	9658	1430
871	9667	1419
872	9676	1407
873	9685	1396
874	9694	1384
875	9703	1373
876	9714	1362
877	9723	1351
878	9732	1339
879	9741	1328
880	9752	1317
881	9762	1306
882	9771	1294
883	9781	1283
884	9791	1272
885	9801	1261
886	9811	1249
887	9821	1238
888	9830	1227
889	9840	1216
890	9850	1205
891	9861	1193
892	9873	1183
893	9884	1171
894	9894	1160
895	9905	1149
896	9915	1138
897	9926	1127
898	9937	1116
899	9946	1105
900	9959	1094
901	9970	1083
902	9980	1072
903	9991	1061
904	10001	1049
905	10010	1038
906	10020	1027
907	10029	1016
908	10040	1005
909	10049	993
910	10058	982
911	10068	971
912	10076	960
913	10085	948
914	10094	937
915	10103	926
916	10113	915
917	10122	904
918	10132	893
919	10142	881
920	10152	870
921	10161	859
922	10171	848
923	10181	837
924	10192	826
925	10202	815
926	10213	804
927	10223	793
928	10234	782
929	10244	771
930	10255	760
931	10265	749
932	10275	737
933	10286	726
934	10295	715
935	10305	704
936	10315	693
937	10323	682
938	10334	671
939	10343	660
940	10352	649
941	10361	637
942	10370	626
943	10380	615
944	10389	604
945	10398	593
946	10408	582
947	10417	571
948	10427	560
949	10437	549
950	10448	538
951	10462	527
952	10471	516
953	10481	505
954	10491	494
955	10500	483
956	10510	472
957	10518	461
958	10528	450
959	10538	439
960	10547	428
961	10557	417
962	10565	405
963	10575	394
964	10585	383
965	10595	372
966	10604	361
967	10614	350
968	10623	339
969	10632	328
970	10643	317
971	10653	306
972	10662	295
973	10671	284
974	10680	273
975	10690	262
976	10699	251
977	10711	240
978	10720	229
979	10731	219
980	10740	208
981	10749	197
982	10759	186
983	10768	175
984	10778	164
985	10787	153
986	10796	142
987	10805	131
988	10814	120
989	10823	109
990	10833	98
991	10845	87
992	10856	76
993	10865	65
994	10875	54
995	10884	43
996	10893	32
997	10902	21
998	10912	10
999	10922	0
