iter	Logloss	Accuracy
290	0.4652815354	0.7843733333
291	0.4652155622	0.7843733333
292	0.4651391607	0.7847733333
293	0.4650589466	0.78472
294	0.4649615165	0.7845866667
295	0.4648886067	0.7848
296	0.4648152464	0.7848266667
297	0.4647400966	0.7849333333
298	0.4646102642	0.7851733333
299	0.4645421471	0.7852533333
300	0.4644896479	0.7854666667
301	0.4644299285	0.78552
302	0.4643678712	0.7855466667
303	0.4642932157	0.7854933333
304	0.4642370802	0.7857066667
305	0.4641849945	0.7857333333
306	0.4641169291	0.78576
307	0.4640522615	0.7858666667
308	0.4640022141	0.786
309	0.4639346352	0.786
310	0.4638850838	0.7860533333
311	0.4637984795	0.7861333333
312	0.4637513382	0.7861333333
313	0.4636860852	0.7862933333
314	0.4636217946	0.7861333333
315	0.4635283103	0.7862133333
316	0.4634546369	0.7862666667
317	0.4634016436	0.7862666667
318	0.4633343439	0.7863733333
319	0.4632577647	0.7864
320	0.4632110207	0.78632
321	0.4631476106	0.78632
322	0.4630949832	0.7864533333
323	0.463017926	0.7863733333
324	0.4629651782	0.7863466667
325	0.4629150506	0.78632
326	0.462856146	0.78648
327	0.4627902914	0.78656
328	0.4627338915	0.7865866667
329	0.4626940738	0.7866133333
330	0.4626357269	0.7866666667
331	0.4625753139	0.7866933333
332	0.4625211125	0.7868533333
333	0.462457037	0.78672
334	0.4623959816	0.7866133333
335	0.4623457526	0.7865866667
336	0.4622953302	0.7864533333
337	0.4622512002	0.78656
338	0.4622064322	0.7865066667
339	0.4621370593	0.7865866667
340	0.4621009256	0.7865333333
341	0.4620408053	0.7865066667
342	0.4619764726	0.7865866667
343	0.461924751	0.78656
344	0.4618776968	0.7866666667
345	0.4618249577	0.7867466667
346	0.4617663613	0.7868533333
347	0.4617278811	0.7868266667
348	0.4616832703	0.7869066667
349	0.4616419292	0.78688
350	0.4615909774	0.7869333333
351	0.4615384443	0.7870933333
352	0.4614905575	0.7870666667
353	0.4614389397	0.7870933333
354	0.4613990981	0.78712
355	0.4613360719	0.78712
356	0.461288625	0.7870933333
357	0.4612551091	0.7871466667
358	0.4611985176	0.7871466667
359	0.4611519653	0.7873066667
360	0.4611001182	0.7872266667
361	0.4610494347	0.78728
362	0.4609872838	0.7873333333
363	0.4609424605	0.78744
364	0.4609168366	0.7874933333
365	0.4608772216	0.7874666667
366	0.4608183816	0.7873866667
367	0.4607731651	0.78736
368	0.4607339323	0.7874133333
369	0.4606825917	0.7873866667
370	0.4606245522	0.78744
371	0.4605391231	0.7877066667
372	0.4604945203	0.7876533333
373	0.4604360221	0.7877333333
374	0.4603992651	0.7877866667
375	0.4603525068	0.7878933333
376	0.4603112477	0.7878666667
377	0.4602640489	0.7877866667
378	0.4602072745	0.78784
379	0.4601562314	0.7879466667
380	0.4601127997	0.7880533333
381	0.4600676074	0.78792
382	0.460024947	0.7879733333
